ssid;bssid;channel;RSSI;security;hidden;time
b'AAU-CONF-1';b'<Q\x0e\tQ"';1;-77;5;2;1609459322
b'AAU-CONF-1';b'<Q\x0e.\x05\xe2';1;-59;5;2;1609459322
b'AAU';b'<Q\x0e\tQ&';1;-80;0;2;1609459322
b'eduroam';b'<Q\x0e.\x05\xe4';1;-61;5;2;1609459322
b'AAU';b'<Q\x0e.\x05\xe6';1;-58;0;2;1609459322
b'eduroam';b'<Q\x0e\tQ$';1;-80;5;1;1609459322
b'yeahnet';b'\x00\x90L_\x00*';5;-58;0;7;1609459322
b'AAU-1x';b'l1\x0e\xf3S\x80';6;-72;5;2;1609459322
b'AAU-CONF-1';b'l1\x0e\xf3S\x82';6;-73;5;2;1609459322
b'eduroam';b'l1\x0e\xf3S\x84';6;-76;5;1;1609459322
b'AAU';b'l1\x0e\xf3S\x86';6;-77;0;1;1609459322
b'Office TV';b'\xfa\x8f\xca8\xd40';6;-73;0;1;1609459322
b'Bamses_Hytte';b'd \x9f\x1bV(';13;-95;5;1;1609459322
b'AAU-1x';b'<Q\x0e.\x05\xe0';1;-56;5;2;1609459325
b'AAU-1-DAY';b'<Q\x0e.\x05\xe1';1;-57;5;2;1609459325
b'AAU-CONF-1';b'<Q\x0e.\x05\xe2';1;-56;5;2;1609459325
b'eduroam';b'<Q\x0e.\x05\xe4';1;-57;5;2;1609459325
b'AAU';b'<Q\x0e.\x05\xe6';1;-60;0;2;1609459325
b'AAU-1-DAY';b'<Q\x0e\tQ!';1;-82;5;1;1609459325
b'AAU-CONF-1';b'<Q\x0e\tQ"';1;-79;5;1;1609459325
b'eduroam';b'<Q\x0e\tQ$';1;-81;5;1;1609459325
b'AAU';b'<Q\x0e\tQ&';1;-83;0;1;1609459325
b'yeahnet';b'\x00\x90L_\x00*';5;-50;0;6;1609459325
b'AAU-1-DAY';b'l1\x0e\xf3S\x81';6;-73;5;1;1609459325
b'AAU-CONF-1';b'l1\x0e\xf3S\x82';6;-74;5;1;1609459325
b'AAU-1x';b'l1\x0e\xf3S\x80';6;-82;5;1;1609459325
b'AAU';b'l1\x0e\xf3S\x86';6;-77;0;1;1609459325
b'eduroam';b'l1\x0e\xf3S\x84';6;-74;5;1;1609459325
b'';b'l1\x0e\xf3S\x85';6;-77;0;1;1609459325
b'AAU-1x';b'<Q\x0e.\x05\xe0';1;-56;5;3;1609459327
b'AAU-1-DAY';b'<Q\x0e.\x05\xe1';1;-58;5;2;1609459327
b'AAU-CONF-1';b'<Q\x0e.\x05\xe2';1;-59;5;2;1609459327
b'eduroam';b'<Q\x0e.\x05\xe4';1;-59;5;2;1609459327
b'AAU';b'<Q\x0e.\x05\xe6';1;-57;0;2;1609459327
b'AAU-1-DAY';b'<Q\x0e\tQ!';1;-77;5;1;1609459327
b'AAU-CONF-1';b'<Q\x0e\tQ"';1;-76;5;1;1609459327
b'eduroam';b'<Q\x0e\tQ$';1;-78;5;1;1609459327
b'AAU';b'<Q\x0e\tQ&';1;-77;0;1;1609459327
b'yeahnet';b'\x00\x90L_\x00*';5;-55;0;9;1609459327
b'AAU-1x';b'l1\x0e\xf3S\x80';6;-72;5;3;1609459327
b'AAU-1-DAY';b'l1\x0e\xf3S\x81';6;-74;5;3;1609459327
b'AAU-CONF-1';b'l1\x0e\xf3S\x82';6;-74;5;3;1609459327
b'eduroam';b'l1\x0e\xf3S\x84';6;-73;5;3;1609459327
b'AAU';b'l1\x0e\xf3S\x86';6;-70;0;2;1609459327
b'';b'l1\x0e\xf3S\x85';6;-75;0;1;1609459327
b'AAU-1x';b'<Q\x0e\tQ ';1;-80;5;1;1609459330
b'AAU-1-DAY';b'<Q\x0e.\x05\xe1';1;-58;5;1;1609459330
b'AAU';b'<Q\x0e.\x05\xe6';1;-58;0;1;1609459330
b'AAU-CONF-1';b'<Q\x0e\tQ"';1;-82;5;1;1609459330
b'eduroam';b'<Q\x0e\tQ$';1;-80;5;1;1609459330
b'AAU';b'<Q\x0e\tQ&';1;-79;0;2;1609459330
b'yeahnet';b'\x00\x90L_\x00*';5;-49;0;8;1609459330
b'AAU-1x';b'l1\x0e\xf3S\x80';6;-70;5;3;1609459330
b'AAU-1-DAY';b'l1\x0e\xf3S\x81';6;-72;5;3;1609459330
b'AAU-CONF-1';b'l1\x0e\xf3S\x82';6;-71;5;3;1609459330
b'eduroam';b'l1\x0e\xf3S\x84';6;-69;5;3;1609459330
b'AAU';b'l1\x0e\xf3S\x86';6;-71;0;3;1609459330
b'';b'l1\x0e\xf3S\x85';6;-72;0;1;1609459330
b'AAU-1x';b'<Q\x0e.\x05\xe0';1;-50;5;3;1609459333
b'AAU-1-DAY';b'<Q\x0e.\x05\xe1';1;-50;5;3;1609459333
b'AAU-CONF-1';b'<Q\x0e.\x05\xe2';1;-49;5;2;1609459333
b'eduroam';b'<Q\x0e.\x05\xe4';1;-51;5;2;1609459333
b'AAU';b'<Q\x0e.\x05\xe6';1;-51;0;2;1609459333
b'yeahnet';b'\x00\x90L_\x00*';5;-56;0;8;1609459333
b'AAU-1-DAY';b'l1\x0e\xf3S\x81';6;-72;5;2;1609459333
b'AAU-CONF-1';b'l1\x0e\xf3S\x82';6;-69;5;2;1609459333
b'eduroam';b'l1\x0e\xf3S\x84';6;-70;5;2;1609459333
b'AAU-1x';b'l1\x0e\xf3S\x80';6;-69;5;1;1609459333
b'AAU';b'l1\x0e\xf3S\x86';6;-69;0;2;1609459333
b'';b'l1\x0e\xf3S\x85';6;-75;0;1;1609459333
b'';b'l1\x0e\xf3S\x87';6;-70;5;1;1609459333
b'AAU-1x';b'<Q\x0e.\x05\xe0';1;-45;5;2;1609459335
b'AAU-1-DAY';b'<Q\x0e.\x05\xe1';1;-46;5;2;1609459335
b'AAU-CONF-1';b'<Q\x0e.\x05\xe2';1;-42;5;1;1609459335
b'eduroam';b'<Q\x0e.\x05\xe4';1;-44;5;1;1609459335
b'AAU';b'<Q\x0e.\x05\xe6';1;-47;0;1;1609459335
b'yeahnet';b'\x00\x90L_\x00*';5;-55;0;6;1609459335
b'AAU-1x';b'l1\x0e\xf3S\x80';6;-70;5;3;1609459335
b'AAU-1-DAY';b'l1\x0e\xf3S\x81';6;-71;5;3;1609459335
b'AAU-CONF-1';b'l1\x0e\xf3S\x82';6;-71;5;2;1609459335
b'eduroam';b'l1\x0e\xf3S\x84';6;-73;5;1;1609459335
b'AAU';b'l1\x0e\xf3S\x86';6;-72;0;3;1609459335
b'AAU-1x';b'<Q\x0e.\x05\xe0';1;-38;5;3;1609459338
b'AAU-1x';b'<Q\x0e\tQ ';1;-79;5;3;1609459338
b'AAU-1-DAY';b'<Q\x0e\tQ!';1;-77;5;3;1609459338
b'AAU-CONF-1';b'<Q\x0e\tQ"';1;-77;5;2;1609459338
b'AAU-1-DAY';b'<Q\x0e.\x05\xe1';1;-38;5;3;1609459338
b'eduroam';b'<Q\x0e\tQ$';1;-79;5;2;1609459338
b'AAU';b'<Q\x0e\tQ&';1;-79;0;2;1609459338
b'AAU-CONF-1';b'<Q\x0e.\x05\xe2';1;-38;5;3;1609459338
b'eduroam';b'<Q\x0e.\x05\xe4';1;-38;5;3;1609459338
b'AAU';b'<Q\x0e.\x05\xe6';1;-40;0;2;1609459338
b'Xiaomi_61E2';b'\x9c\x9d~aa\xe3';1;-88;7;2;1609459338
b'yeahnet';b'\x00\x90L_\x00*';5;-61;0;7;1609459338
b'Office TV';b'\xfa\x8f\xca8\xd40';6;-81;0;1;1609459338
b'AAU-1x';b'l1\x0e\xf3S\x80';6;-69;5;2;1609459338
b'AAU-1-DAY';b'l1\x0e\xf3S\x81';6;-69;5;2;1609459338
b'AAU-CONF-1';b'l1\x0e\xf3S\x82';6;-68;5;2;1609459338
b'eduroam';b'l1\x0e\xf3S\x84';6;-66;5;3;1609459338
b'AAU';b'l1\x0e\xf3S\x86';6;-66;0;2;1609459338
b'';b'l1\x0e\xf3S\x85';6;-69;0;1;1609459338
b'';b'l1\x0e\xf3S\x87';6;-75;5;1;1609459338
b'AAU-1x';b'<Q\x0e\tQ ';1;-79;5;1;1609459341
b'AAU-1x';b'<Q\x0e.\x05\xe0';1;-38;5;2;1609459341
b'AAU-1-DAY';b'<Q\x0e.\x05\xe1';1;-38;5;2;1609459341
b'AAU-CONF-1';b'<Q\x0e.\x05\xe2';1;-38;5;1;1609459341
b'eduroam';b'<Q\x0e.\x05\xe4';1;-40;5;1;1609459341
b'AAU';b'<Q\x0e.\x05\xe6';1;-37;0;1;1609459341
b'AAU-1-DAY';b'<Q\x0e\tQ!';1;-77;5;1;1609459341
b'AAU-CONF-1';b'<Q\x0e\tQ"';1;-75;5;1;1609459341
b'eduroam';b'<Q\x0e\tQ$';1;-76;5;1;1609459341
b'AAU';b'<Q\x0e\tQ&';1;-76;0;1;1609459341
b'yeahnet';b'\x00\x90L_\x00*';5;-55;0;7;1609459341
b'AAU-1x';b'l1\x0e\xf3S\x80';6;-67;5;3;1609459341
b'Office TV';b'\xfa\x8f\xca8\xd40';6;-68;0;3;1609459341
b'AAU-1-DAY';b'l1\x0e\xf3S\x81';6;-68;5;3;1609459341
b'AAU-CONF-1';b'l1\x0e\xf3S\x82';6;-66;5;3;1609459341
b'eduroam';b'l1\x0e\xf3S\x84';6;-67;5;3;1609459341
b'AAU';b'l1\x0e\xf3S\x86';6;-66;0;3;1609459341
b'';b'l1\x0e\xf3S\x85';6;-70;0;1;1609459341
b'';b'l1\x0e\xf3S\x87';6;-67;5;1;1609459341
b'AAU-1x';b'<Q\x0e.\x05\xe0';1;-51;5;2;1609459344
b'AAU-1-DAY';b'<Q\x0e.\x05\xe1';1;-50;5;2;1609459344
b'AAU-CONF-1';b'<Q\x0e.\x05\xe2';1;-49;5;2;1609459344
b'eduroam';b'<Q\x0e.\x05\xe4';1;-48;5;3;1609459344
b'AAU';b'<Q\x0e.\x05\xe6';1;-48;0;2;1609459344
b'AAU-1x';b'<Q\x0e\tQ ';1;-77;5;2;1609459344
b'Xiaomi_61E2';b'\x9c\x9d~aa\xe3';1;-87;7;1;1609459344
b'eduroam';b'<Q\x0e\tQ$';1;-75;5;2;1609459344
b'AAU';b'<Q\x0e\tQ&';1;-79;0;2;1609459344
b'AAU-1-DAY';b'<Q\x0e\tQ!';1;-78;5;1;1609459344
b'AAU-CONF-1';b'<Q\x0e\tQ"';1;-79;5;1;1609459344
b'yeahnet';b'\x00\x90L_\x00*';5;-53;0;7;1609459344
b'AAU-1x';b'l1\x0e\xf3S\x80';6;-66;5;3;1609459344
b'AAU-1-DAY';b'l1\x0e\xf3S\x81';6;-67;5;3;1609459344
b'AAU-CONF-1';b'l1\x0e\xf3S\x82';6;-66;5;3;1609459344
b'eduroam';b'l1\x0e\xf3S\x84';6;-66;5;3;1609459344
b'AAU';b'l1\x0e\xf3S\x86';6;-66;0;2;1609459344
b'Office TV';b'\xfa\x8f\xca8\xd40';6;-70;0;1;1609459344
b'';b'l1\x0e\xf3S\x85';6;-71;0;1;1609459344
b'TELLO-F251F6';b'4\xd2b\xf2Q\xf6';8;-92;0;1;1609459344
b'AAU-1x';b'<Q\x0e.\x05\xe0';1;-48;5;2;1609459346
b'AAU-1-DAY';b'<Q\x0e.\x05\xe1';1;-47;5;2;1609459346
b'AAU-1x';b'<Q\x0e\tQ ';1;-74;5;1;1609459346
b'AAU-CONF-1';b'<Q\x0e.\x05\xe2';1;-49;5;2;1609459346
b'eduroam';b'<Q\x0e.\x05\xe4';1;-48;5;2;1609459346
b'AAU';b'<Q\x0e.\x05\xe6';1;-46;0;2;1609459346
b'AAU-1-DAY';b'<Q\x0e\tQ!';1;-73;5;1;1609459346
b'AAU-CONF-1';b'<Q\x0e\tQ"';1;-74;5;1;1609459346
b'eduroam';b'<Q\x0e\tQ$';1;-73;5;1;1609459346
b'AAU';b'<Q\x0e\tQ&';1;-73;0;1;1609459346
b'Xiaomi_61E2';b'\x9c\x9d~aa\xe3';1;-84;7;1;1609459346
b'yeahnet';b'\x00\x90L_\x00*';5;-57;0;8;1609459346
b'Office TV';b'\xfa\x8f\xca8\xd40';6;-81;0;2;1609459346
b'AAU-1x';b'l1\x0e\xf3S\x80';6;-65;5;3;1609459346
b'AAU-1-DAY';b'l1\x0e\xf3S\x81';6;-63;5;2;1609459346
b'AAU-CONF-1';b'l1\x0e\xf3S\x82';6;-62;5;3;1609459346
b'eduroam';b'l1\x0e\xf3S\x84';6;-62;5;3;1609459346
b'AAU';b'l1\x0e\xf3S\x86';6;-63;0;2;1609459346
b'';b'l1\x0e\xf3S\x85';6;-64;0;1;1609459346
b'AAU-1x';b'<Q\x0e.\x05\xe0';1;-59;5;1;1609459349
b'AAU-1-DAY';b'<Q\x0e.\x05\xe1';1;-54;5;1;1609459349
b'AAU-CONF-1';b'<Q\x0e.\x05\xe2';1;-52;5;1;1609459349
b'eduroam';b'<Q\x0e.\x05\xe4';1;-52;5;1;1609459349
b'AAU';b'<Q\x0e.\x05\xe6';1;-56;0;1;1609459349
b'AAU-CONF-1';b'<Q\x0e\tQ"';1;-77;5;1;1609459349
b'eduroam';b'<Q\x0e\tQ$';1;-79;5;1;1609459349
b'AAU';b'<Q\x0e\tQ&';1;-78;0;1;1609459349
b'yeahnet';b'\x00\x90L_\x00*';5;-62;0;4;1609459349
b'AAU-1x';b'l1\x0e\xf3S\x80';6;-61;5;3;1609459349
b'Office TV';b'\xfa\x8f\xca8\xd40';6;-63;0;1;1609459349
b'AAU-1-DAY';b'l1\x0e\xf3S\x81';6;-62;5;3;1609459349
b'AAU-CONF-1';b'l1\x0e\xf3S\x82';6;-62;5;2;1609459349
b'eduroam';b'l1\x0e\xf3S\x84';6;-62;5;2;1609459349
b'AAU';b'l1\x0e\xf3S\x86';6;-63;0;3;1609459349
b'';b'l1\x0e\xf3S\x85';6;-64;0;1;1609459349
b'';b'l1\x0e\xf3S\x87';6;-63;5;1;1609459349
b'eduroam';b'<Q\x0e\tQ$';1;-77;5;2;1609459352
b'AAU-1x';b'<Q\x0e.\x05\xe0';1;-60;5;2;1609459352
b'AAU-1-DAY';b'<Q\x0e.\x05\xe1';1;-62;5;2;1609459352
b'AAU-CONF-1';b'<Q\x0e.\x05\xe2';1;-59;5;2;1609459352
b'eduroam';b'<Q\x0e.\x05\xe4';1;-59;5;2;1609459352
b'AAU-1x';b'<Q\x0e\tQ ';1;-79;5;1;1609459352
b'AAU';b'<Q\x0e.\x05\xe6';1;-60;0;2;1609459352
b'AAU-1-DAY';b'<Q\x0e\tQ!';1;-77;5;1;1609459352
b'AAU-CONF-1';b'<Q\x0e\tQ"';1;-79;5;1;1609459352
b'Xiaomi_61E2';b'\x9c\x9d~aa\xe3';1;-90;7;2;1609459352
b'';b'<Q\x0e\tQ%';1;-80;0;1;1609459352
b'AAU';b'<Q\x0e\tQ&';1;-78;0;1;1609459352
b'AAU-1-DAY';b'<Q\x0e\tD\xc1';1;-86;5;1;1609459352
b'AAU';b'<Q\x0e\tD\xc6';1;-85;0;1;1609459352
b'yeahnet';b'\x00\x90L_\x00*';5;-59;0;6;1609459352
b'AAU';b'l1\x0e\xf3S\x86';6;-58;0;3;1609459352
b'AAU-1x';b'l1\x0e\xf3S\x80';6;-60;5;3;1609459352
b'AAU-1-DAY';b'l1\x0e\xf3S\x81';6;-61;5;2;1609459352
b'AAU-CONF-1';b'l1\x0e\xf3S\x82';6;-59;5;2;1609459352
b'eduroam';b'l1\x0e\xf3S\x84';6;-60;5;2;1609459352
b'Office TV';b'\xfa\x8f\xca8\xd40';6;-70;0;2;1609459352
b'AAU-1x';b'<Q\x0e\tQ ';1;-72;5;2;1609459354
b'AAU-1x';b'<Q\x0e.\x05\xe0';1;-57;5;2;1609459354
b'AAU-1-DAY';b'<Q\x0e.\x05\xe1';1;-58;5;2;1609459354
b'';b'<Q\x0e\tD\xc5';1;-82;0;1;1609459354
b'AAU-1x';b'<Q\x0e\tD\xc0';1;-80;5;2;1609459354
b'AAU-CONF-1';b'<Q\x0e.\x05\xe2';1;-59;5;2;1609459354
b'eduroam';b'<Q\x0e.\x05\xe4';1;-58;5;2;1609459354
b'AAU';b'<Q\x0e.\x05\xe6';1;-58;0;2;1609459354
b'AAU';b'<Q\x0e\tQ&';1;-72;0;3;1609459354
b'AAU-1-DAY';b'<Q\x0e\tQ!';1;-71;5;2;1609459354
b'AAU-CONF-1';b'<Q\x0e\tQ"';1;-72;5;2;1609459354
b'AAU-1-DAY';b'<Q\x0e\tD\xc1';1;-82;5;1;1609459354
b'eduroam';b'<Q\x0e\tQ$';1;-70;5;2;1609459354
b'AAU-CONF-1';b'<Q\x0e\tD\xc2';1;-81;5;1;1609459354
b'Xiaomi_61E2';b'\x9c\x9d~aa\xe3';1;-86;7;4;1609459354
b'';b'<Q\x0e\tD\xc7';1;-82;5;1;1609459354
b'eduroam';b'<Q\x0e\tD\xc4';1;-82;5;2;1609459354
b'AAU';b'<Q\x0e\tD\xc6';1;-81;0;2;1609459354
b'yeahnet';b'\x00\x90L_\x00*';5;-62;0;9;1609459354
b'Office TV';b'\xfa\x8f\xca8\xd40';6;-64;0;3;1609459354
b'AAU-1x';b'l1\x0e\xf3S\x80';6;-59;5;3;1609459354
b'AAU-1-DAY';b'l1\x0e\xf3S\x81';6;-62;5;3;1609459354
b'AAU-CONF-1';b'l1\x0e\xf3S\x82';6;-60;5;2;1609459354
b'eduroam';b'l1\x0e\xf3S\x84';6;-61;5;1;1609459354
b'AAU';b'l1\x0e\xf3S\x86';6;-61;0;2;1609459354
b'AAU-1x';b'<Q\x0e.\x05\xe0';1;-61;5;2;1609459357
b'AAU-1x';b'<Q\x0e\tD\xc0';1;-75;5;2;1609459357
b'AAU-1-DAY';b'<Q\x0e.\x05\xe1';1;-60;5;2;1609459357
b'AAU-1-DAY';b'<Q\x0e\tD\xc1';1;-76;5;2;1609459357
b'AAU-CONF-1';b'<Q\x0e.\x05\xe2';1;-61;5;2;1609459357
b'eduroam';b'<Q\x0e.\x05\xe4';1;-61;5;2;1609459357
b'AAU';b'<Q\x0e.\x05\xe6';1;-62;0;2;1609459357
b'AAU-CONF-1';b'<Q\x0e\tD\xc2';1;-77;5;2;1609459357
b'AAU-1x';b'<Q\x0e\tQ ';1;-72;5;2;1609459357
b'';b"<Q\x0e\tQ'";1;-74;5;1;1609459357
b'AAU-1-DAY';b'<Q\x0e\tQ!';1;-72;5;2;1609459357
b'AAU-CONF-1';b'<Q\x0e\tQ"';1;-72;5;2;1609459357
b'eduroam';b'<Q\x0e\tD\xc4';1;-76;5;2;1609459357
b'eduroam';b'<Q\x0e\tQ$';1;-72;5;2;1609459357
b'AAU';b'<Q\x0e\tD\xc6';1;-76;0;2;1609459357
b'AAU';b'<Q\x0e\tQ&';1;-75;0;2;1609459357
b'';b'<Q\x0e\tD\xc7';1;-83;5;1;1609459357
b'Xiaomi_61E2';b'\x9c\x9d~aa\xe3';1;-78;7;3;1609459357
b'yeahnet';b'\x00\x90L_\x00*';5;-69;0;8;1609459357
b'AAU-1x';b'l1\x0e\xf3S\x80';6;-57;5;3;1609459357
b'AAU-1-DAY';b'l1\x0e\xf3S\x81';6;-57;5;3;1609459357
b'AAU-CONF-1';b'l1\x0e\xf3S\x82';6;-58;5;3;1609459357
b'eduroam';b'l1\x0e\xf3S\x84';6;-61;5;2;1609459357
b'AAU';b'l1\x0e\xf3S\x86';6;-61;0;2;1609459357
b'AAU-1x';b'<Q\x0e\tD\xc0';1;-78;5;2;1609459360
b'AAU-1x';b'<Q\x0e\tQ ';1;-65;5;2;1609459360
b'AAU-1-DAY';b'<Q\x0e\tQ!';1;-66;5;2;1609459360
b'AAU-1x';b'<Q\x0e.\x05\xe0';1;-66;5;2;1609459360
b'AAU-1-DAY';b'<Q\x0e.\x05\xe1';1;-67;5;2;1609459360
b'AAU-CONF-1';b'<Q\x0e.\x05\xe2';1;-67;5;2;1609459360
b'AAU-CONF-1';b'<Q\x0e\tQ"';1;-63;5;2;1609459360
b'eduroam';b'<Q\x0e\tQ$';1;-65;5;2;1609459360
b'eduroam';b'<Q\x0e.\x05\xe4';1;-65;5;2;1609459360
b'AAU-CONF-1';b'<Q\x0e\tD\xc2';1;-76;5;2;1609459360
b'eduroam';b'<Q\x0e\tD\xc4';1;-75;5;2;1609459360
b'AAU';b'<Q\x0e\tD\xc6';1;-74;0;2;1609459360
b'';b"<Q\x0e\tQ'";1;-66;5;1;1609459360
b'AAU';b'<Q\x0e\tQ&';1;-66;0;2;1609459360
b'Xiaomi_61E2';b'\x9c\x9d~aa\xe3';1;-82;7;4;1609459360
b'';b'<Q\x0e\tD\xc7';1;-76;5;1;1609459360
b'AAU';b'<Q\x0e.\x05\xe6';1;-63;0;2;1609459360
b'AAU-1-DAY';b'<Q\x0e\tD\xc1';1;-78;5;1;1609459360
b'yeahnet';b'\x00\x90L_\x00*';5;-67;0;7;1609459360
b'Office TV';b'\xfa\x8f\xca8\xd40';6;-58;0;6;1609459360
b'AAU-1x';b'l1\x0e\xf3S\x80';6;-56;5;3;1609459360
b'AAU-1-DAY';b'l1\x0e\xf3S\x81';6;-56;5;3;1609459360
b'AAU-CONF-1';b'l1\x0e\xf3S\x82';6;-56;5;3;1609459360
b'eduroam';b'l1\x0e\xf3S\x84';6;-54;5;2;1609459360
b'AAU';b'l1\x0e\xf3S\x86';6;-54;0;2;1609459360
b'AAU-1x';b'<Q\x0e.\x05\xe0';1;-61;5;2;1609459362
b'AAU-1-DAY';b'<Q\x0e.\x05\xe1';1;-59;5;2;1609459362
b'AAU-CONF-1';b'<Q\x0e\tD\xc2';1;-83;5;2;1609459362
b'AAU-1x';b'<Q\x0e\tQ ';1;-69;5;2;1609459362
b'eduroam';b'<Q\x0e\tD\xc4';1;-81;5;2;1609459362
b'AAU-CONF-1';b'<Q\x0e.\x05\xe2';1;-60;5;2;1609459362
b'AAU';b'<Q\x0e\tD\xc6';1;-83;0;2;1609459362
b'AAU-1-DAY';b'<Q\x0e\tQ!';1;-69;5;2;1609459362
b'Xiaomi_61E2';b'\x9c\x9d~aa\xe3';1;-81;7;5;1609459362
b'eduroam';b'<Q\x0e.\x05\xe4';1;-60;5;2;1609459362
b'AAU';b'<Q\x0e.\x05\xe6';1;-61;0;2;1609459362
b'AAU-CONF-1';b'<Q\x0e\tQ"';1;-69;5;2;1609459362
b'eduroam';b'<Q\x0e\tQ$';1;-70;5;2;1609459362
b'AAU';b'<Q\x0e\tQ&';1;-71;0;2;1609459362
b'AAU-1x';b'<Q\x0e\tD\xc0';1;-85;5;1;1609459362
b'AAU-1-DAY';b'<Q\x0e\tD\xc1';1;-80;5;1;1609459362
b'yeahnet';b'\x00\x90L_\x00*';5;-68;0;5;1609459362
b'Office TV';b'\xfa\x8f\xca8\xd40';6;-58;0;3;1609459362
b'AAU-1x';b'l1\x0e\xf3S\x80';6;-55;5;3;1609459362
b'AAU-1-DAY';b'l1\x0e\xf3S\x81';6;-57;5;3;1609459362
b'AAU-CONF-1';b'l1\x0e\xf3S\x82';6;-59;5;3;1609459362
b'eduroam';b'l1\x0e\xf3S\x84';6;-56;5;3;1609459362
b'AAU';b'l1\x0e\xf3S\x86';6;-58;0;2;1609459362
b'';b'l1\x0e\xf3S\x85';6;-60;0;1;1609459362
b'TELLO-F251F6';b'4\xd2b\xf2Q\xf6';8;-88;0;1;1609459362
b'AAU-1x';b'<Q\x0e\tD\xc0';1;-72;5;3;1609459365
b'AAU-1-DAY';b'<Q\x0e\tD\xc1';1;-70;5;3;1609459365
b'AAU-1x';b'<Q\x0e\tQ ';1;-70;5;2;1609459365
b'AAU-1-DAY';b'<Q\x0e\tQ!';1;-70;5;2;1609459365
b'AAU-CONF-1';b'<Q\x0e\tD\xc2';1;-72;5;2;1609459365
b'AAU-CONF-1';b'<Q\x0e\tQ"';1;-70;5;1;1609459365
b'eduroam';b'<Q\x0e\tQ$';1;-76;5;1;1609459365
b'AAU';b'<Q\x0e\tQ&';1;-75;0;1;1609459365
b'eduroam';b'<Q\x0e\tD\xc4';1;-73;5;2;1609459365
b'AAU';b'<Q\x0e\tD\xc6';1;-74;0;2;1609459365
b'Xiaomi_61E2';b'\x9c\x9d~aa\xe3';1;-80;7;5;1609459365
b'yeahnet';b'\x00\x90L_\x00*';5;-62;0;9;1609459365
b'Office TV';b'\xfa\x8f\xca8\xd40';6;-62;0;3;1609459365
b'AAU-1x';b'l1\x0e\xf3S\x80';6;-62;5;2;1609459365
b'AAU-1-DAY';b'l1\x0e\xf3S\x81';6;-58;5;2;1609459365
b'AAU-CONF-1';b'l1\x0e\xf3S\x82';6;-60;5;2;1609459365
b'eduroam';b'l1\x0e\xf3S\x84';6;-61;5;3;1609459365
b'AAU';b'l1\x0e\xf3S\x86';6;-58;0;3;1609459365
b'';b'l1\x0e\xf3S\x85';6;-61;0;1;1609459365
b'';b'l1\x0e\xf3S\x87';6;-61;5;1;1609459365
